NAME;GK;CWP;CBT;SB;DMF;WB;CMF;SMF;AMF;WF;SS;CF;REGISTERED POSITION;HEIGHT;FAVOURED FOOT;FAVOURED SIDE;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;ATTACK;DEFENSE;BALANCE;STAMINA;TOP SPEED;ACCELERATION;RESPONSE;AGILITY;DRIBBLE ACCURACY;DRIBBLE SPEED;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;SHOT POWER;SHOT TECHNIQUE;FREE KICK ACCURACY;CURLING;HEADING;JUMP;TECHNIQUE;AGGRESSION;MENTALITY;GOAL KEEPING;TEAM WORK;CONSISTENCY;CONDITION / FITNESS;DRIBBLING;TACTIAL DRIBBLE;POSITIONING;REACTION;PLAYMAKING;PASSING;SCORING;1-1 SCORING;POST PLAYER;LINES;MIDDLE SHOOTING;SIDE;CENTRE;PENALTIES;1-TOUCH PASS;OUTSIDE;MARKING;SLIDING;COVERING;D-LINE CONTROL;PENALTY STOPPER;1-ON-1 STOPPER;LONG THROW;INJURY TOLERANCE;DRIBBLE STYLE;FREE KICK STYLE;PK STYLE;DROP KICK STYLE;AGE;WEIGHT;NATIONALITY;CLUB TEAM
Ivanuaec;0;0;0;0;0;0;1;1;1;0;0;0;9;175;R;L;6;7;73;50;77;76;71;78;74;82;83;80;78;67;76;70;69;76;77;72;76;60;62;85;74;76;50;85;5;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;76;Croatia;Feyenoord Rotterdam
Kovacic;0;0;0;0;1;0;1;0;0;0;0;0;7;178;R;B;7;6;83;80;80;81;70;79;87;83;89;79;90;86;83;79;71;82;83;77;81;63;70;90;87;81;50;83;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;77;Croatia;Manchester City
Borna Sosa;0;0;0;1;0;0;0;0;0;0;0;0;4;187;L;L;5;5;75;73;75;80;74;76;77;76;79;76;80;77;82;81;61;74;69;74;86;71;79;80;77;76;50;76;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;26;79;Croatia;Torino FC
Brozovic;0;0;0;0;1;0;1;0;0;0;0;0;5;181;R;B;6;6;76;83;81;93;70;73;85;77;84;76;85;84;82;80;76;83;80;80;82;77;79;85;81;90;50;87;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;31;72;Croatia;AC Milan
Budimir;0;0;0;0;0;0;0;0;0;0;0;1;12;190;L;B;5;5;77;37;80;73;61;66;75;66;76;68;69;62;67;62;78;79;83;62;69;83;75;84;84;72;50;74;5;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;31;80;Croatia;CA Osasuna
Livakovic;1;0;0;0;0;0;0;0;0;0;0;0;0;188;R;B;3;3;31;84;72;66;62;63;86;76;59;57;63;62;69;65;63;75;46;56;49;56;81;59;55;79;83;76;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;79;Croatia;Fenerbahce SK
Gvardiol;0;0;1;1;0;0;0;0;0;0;0;0;4;185;L;B;8;8;80;86;85;83;82;83;88;78;84;82;85;84;80;80;76;84;76;69;78;84;91;85;88;86;50;81;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;80;Croatia;Manchester City
Stanisic;0;0;1;1;0;0;0;0;0;0;0;0;4;187;R;B;3;3;63;65;72;77;73;70;69;69;70;67;69;70;72;71;56;74;60;59;66;65;74;77;75;66;50;67;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;77;Croatia;
Pjaca;0;0;0;0;0;0;0;1;0;1;1;0;11;186;R;B;6;4;73;30;70;71;73;73;69;78;84;76;77;73;75;70;69;78;77;72;80;60;66;88;84;62;50;63;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;27;83;Croatia;GNK Dinamo Zagreb
Lovro Majer;0;0;0;0;0;0;1;0;1;0;0;0;7;178;L;B;5;5;81;70;74;89;60;79;82;83;86;71;85;82;83;81;77;79;78;81;88;66;75;86;82;80;50;78;6;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;76;Croatia;VfL Wolfsburg
Ivusic;1;0;0;0;0;0;0;0;0;0;0;0;0;195;R;B;5;5;31;80;78;66;50;49;78;71;58;48;61;61;66;60;31;78;52;61;49;55;76;73;46;73;75;70;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;81;Croatia;
Perisic;0;0;0;0;0;0;0;0;0;1;0;0;10;186;R;B;8;8;82;78;77;80;79;78;80;76;84;80;85;85;84;86;80;86;82;81;84;82;86;85;80;78;50;80;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;35;80;Croatia;PSV Eindhoven
Juranovic;0;0;0;1;1;0;1;0;0;0;0;0;4;175;R;B;4;4;62;59;71;83;73;73;73;84;77;73;73;67;75;68;67;76;71;66;73;69;73;80;77;80;50;77;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;66;Croatia;1.FC Union Berlin
Baturina;0;0;0;0;0;0;1;0;1;0;0;0;7;172;R;B;5;5;72;65;73;81;77;80;75;80;84;81;80;79;77;76;70;78;77;77;75;61;69;83;75;76;50;74;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;68;Croatia;GNK Dinamo Zagreb
Josip Sutalo;0;0;1;0;0;0;0;0;0;0;0;0;3;185;R;B;5;5;63;82;85;80;80;79;85;74;78;78;78;71;68;60;61;66;65;61;62;78;89;80;70;78;50;79;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;82;Croatia;Ajax Amsterdam
Bruno Petkovic;0;0;0;0;0;0;0;0;0;0;1;1;11;193;R;B;6;3;77;34;86;73;62;63;67;71;88;70;83;72;77;70;70;82;84;70;75;76;76;91;74;64;50;81;5;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;B;2;1;1;1;28;88;Croatia;
Kramaric;0;0;0;0;0;0;1;0;1;0;0;0;9;177;R;B;6;6;87;56;80;85;73;75;86;79;87;79;85;85;79;81;86;85;84;82;85;76;79;88;86;82;50;83;6;6;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;73;Croatia;Newcastle United
Modric;0;0;0;0;1;0;1;0;1;0;0;0;7;172;R;B;7;7;83;80;79;79;74;79;87;85;90;80;91;86;90;85;78;82;85;83;87;67;72;92;87;75;50;81;5;6;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;B;1;1;1;1;38;67;Croatia;Real Madrid
Soucek;0;0;0;0;1;0;1;0;0;0;0;0;5;192;R;B;5;5;81;83;85;88;60;60;84;62;78;67;80;78;77;75;78;77;78;64;68;86;85;80;82;85;50;81;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;29;86;Czech Republic;West Ham United
Vitik;0;0;0;1;0;0;0;0;0;0;0;0;4;178;L;L;3;3;70;72;77;83;76;76;76;78;76;75;76;71;73;67;61;68;65;66;63;76;81;77;76;82;50;72;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;79;Czech Republic;AC Sparta Praga
David Jurasek;0;0;0;1;0;1;0;0;0;0;0;0;4;183;L;L;5;4;71;70;84;82;80;83;77;75;74;77;74;75;81;77;69;71;73;52;58;68;78;76;71;62;50;76;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;76;Czech Republic;TSG 1899 Hoffenheim
Lukas Provod;0;0;0;0;0;0;1;1;1;0;0;0;8;191;L;L;5;5;76;69;86;81;77;75;78;76;79;77;80;82;78;81;73;85;76;75;79;73;85;79;78;80;50;77;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;85;Czech Republic;SK Slavia Praga
David Zima;0;0;1;0;0;0;0;0;0;0;0;0;3;190;R;B;4;4;53;74;81;74;71;67;75;67;70;63;69;61;71;67;53;71;59;50;62;72;73;76;64;69;50;69;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;80;Czech Republic;SK Slavia Praga
Hlozek;0;0;0;0;0;0;0;0;1;0;1;1;11;188;R;R;6;4;77;32;83;76;77;73;71;73;82;73;79;73;75;65;75;88;79;70;69;74;72;86;84;73;50;75;5;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;86;Czech Republic;TSG 1899 Hoffenheim
Vaclav Cerny;0;0;0;0;0;0;0;1;0;1;0;0;10;182;L;B;5;5;72;35;65;68;76;76;69;86;78;75;71;65;65;63;72;70;75;67;79;61;66;82;74;67;50;70;4;4;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;B;1;1;1;1;25;65;Czech Republic;Rangers FC
Robin Hranac;0;0;1;0;0;0;0;0;0;0;0;0;3;189;R;B;4;4;55;77;88;71;68;67;78;64;65;65;74;69;65;52;61;68;60;61;62;79;86;67;61;74;50;71;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;87;Czech Republic;TSG 1899 Hoffenheim
Sevik;0;0;0;0;0;0;1;1;1;0;0;0;7;172;R;B;7;8;67;53;74;86;71;72;67;85;79;73;76;73;75;74;72;83;78;69;74;68;75;82;72;72;50;76;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;66;Czech Republic;
Vitezslav Jaros;1;0;0;0;0;0;0;0;0;0;0;0;0;188;R;B;4;5;30;67;62;80;64;72;74;77;54;56;63;63;67;67;45;67;45;54;45;55;80;42;65;65;73;62;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;79;Czech Republic;
Doudera;0;0;0;1;0;1;0;1;0;0;0;0;8;175;R;R;5;5;76;66;72;86;90;90;74;88;75;82;73;70;74;73;74;68;66;61;62;67;74;76;74;81;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;66;Czech Republic;SK Slavia Praga
Krejci;0;0;1;0;1;0;0;0;0;0;0;0;3;191;L;B;5;5;73;80;87;83;81;75;81;69;76;77;80;80;72;72;70;81;73;64;62;85;92;78;78;87;50;85;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;25;87;Czech Republic;Girona FC
Lukas Cerv;0;0;0;0;1;0;1;0;0;0;0;0;5;182;R;B;4;4;70;65;75;79;72;70;73;69;72;70;77;73;73;69;67;69;65;62;62;74;78;73;72;82;50;74;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;74;Czech Republic;FC Viktoria Plzen
Barak;0;0;0;0;0;0;1;1;1;0;0;0;9;190;L;B;4;4;77;62;85;81;69;68;79;71;81;72;80;74;79;72;77;84;82;75;75;85;83;88;85;79;50;80;6;6;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;28;83;Czech Republic;
Matej Jurasek;0;0;0;0;0;0;0;1;0;1;0;0;10;181;L;B;3;3;74;60;75;78;85;81;73;80;79;82;73;74;71;76;75;78;74;72;69;62;75;78;73;75;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;73;Czech Republic;
OndYej Lingr;0;0;0;0;0;0;0;0;1;1;0;0;9;175;R;B;4;4;70;34;69;76;70;72;70;79;78;71;74;70;72;66;68;75;72;72;70;72;74;80;74;68;50;75;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;70;Czech Republic;SK Slavia Praga
Jindrich Stanek;1;0;0;0;0;0;0;0;0;0;0;0;0;192;R;B;3;6;30;69;88;76;60;77;82;85;72;65;53;52;62;61;45;61;45;74;45;55;86;79;67;67;83;63;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;90;Czech Republic;SK Slavia Praga
Jan Kuchta;0;0;0;0;0;0;0;0;0;0;0;1;12;184;R;B;4;4;74;26;78;76;71;70;71;75;73;67;68;60;62;58;73;76;76;62;62;69;78;77;83;73;50;66;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;80;Czech Republic;AC Sparta Praga
Tomas Chory;0;0;0;0;0;0;0;0;0;0;0;1;12;200;R;B;3;4;80;37;96;75;66;66;76;62;74;65;75;77;61;66;78;80;73;74;62;87;90;76;76;82;50;80;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;101;Czech Republic;SK Slavia Praga
Coufal;0;0;0;1;0;0;0;0;0;0;0;0;4;175;R;R;5;5;76;80;79;78;68;73;79;71;77;71;77;73;78;76;62;71;69;62;78;75;79;78;79;83;50;79;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;31;76;Czech Republic;West Ham United
Mojmir Chytil;0;0;0;0;0;0;0;0;0;0;0;1;12;187;R;B;5;5;78;31;87;78;79;75;76;70;74;75;66;69;58;63;78;75;71;63;63;81;91;76;76;74;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;82;Czech Republic;SK Slavia Praga
Tomaa Holea;0;0;1;0;1;0;0;0;0;0;0;0;5;180;R;R;4;4;68;66;79;83;71;73;77;74;73;68;70;67;75;69;64;68;74;55;65;69;83;78;74;67;50;64;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;29;73;Czech Republic;SK Slavia Praga
Schick;0;0;0;0;0;0;0;0;0;0;0;1;12;191;L;B;5;5;88;60;86;76;78;78;88;81;85;81;83;84;73;78;88;87;84;67;81;90;92;86;88;75;50;81;5;5;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;28;87;Czech Republic;Aston Villa
Kjaer;0;0;1;0;0;0;0;0;0;0;0;0;3;189;R;B;5;5;60;85;82;78;69;63;79;68;70;62;76;70;75;77;62;77;65;63;69;82;83;75;61;85;50;84;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;B;1;1;1;1;33;83;Denmark;
Christensen;0;0;1;0;1;0;0;0;0;0;0;0;3;187;R;B;5;5;65;88;81;75;79;62;88;66;79;75;86;76;73;62;63;66;65;63;62;84;83;83;71;78;50;82;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;28;82;Denmark;FC Barcelona
Anders Dreyer;0;0;0;0;0;0;0;0;1;1;1;1;11;174;L;B;6;6;81;57;72;79;72;74;73;77;78;76;78;81;76;76;76;77;80;78;77;62;76;79;80;69;50;79;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;70;Denmark;
Damsgaard;0;0;0;0;0;0;0;1;0;1;1;0;10;180;R;L;4;4;74;45;75;74;73;80;68;87;84;78;76;77;78;71;69;77;71;76;81;53;65;87;80;68;50;68;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;71;Denmark;Brentford FC
Mads Hermansen;1;0;0;0;0;0;0;0;0;0;0;0;0;185;R;B;4;6;30;78;74;79;71;74;83;77;74;70;77;77;78;78;45;78;45;75;45;55;84;71;77;74;76;76;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;81;Denmark;Leicester City
Maehle;0;0;0;1;0;0;0;0;0;0;0;0;4;185;R;B;5;5;81;80;78;89;77;80;83;77;81;77;81;75;78;74;62;70;73;62;68;72;81;83;83;84;50;78;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;79;Denmark;VfL Wolfsburg
Vestergaard;0;0;1;0;0;0;0;0;0;0;0;0;3;199;L;B;6;6;66;82;92;76;64;55;75;58;71;64;76;79;84;89;55;81;65;62;64;90;81;77;65;76;50;75;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;B;1;1;1;1;30;96;Denmark;Leicester City
Walter Benitez;1;0;0;0;0;0;0;0;0;0;0;0;0;191;R;B;3;3;31;82;73;66;62;62;84;68;58;55;62;62;65;65;62;76;46;55;49;56;79;58;53;76;82;70;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;31;93;Argentina;PSV Eindhoven
Mathias Jensen;0;0;0;0;0;0;1;1;0;0;0;0;7;178;R;B;6;5;71;63;72;79;68;72;71;77;81;74;79;73;81;72;68;77;72;69;72;63;71;86;76;70;50;78;5;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;74;Denmark;Brentford FC
J. Andersen;0;0;0;1;0;0;0;0;0;0;0;0;4;180;R;R;4;4;73;80;82;82;79;82;82;80;75;76;77;73;77;74;61;69;63;61;67;78;88;76;80;82;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;28;71;Netherlands;Fulham FC
Norgaard;0;0;0;0;1;0;1;0;0;0;0;0;5;187;R;B;5;5;63;72;76;79;62;61;78;73;77;67;79;76;77;72;58;75;62;66;68;66;70;82;63;78;50;82;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;B;1;1;1;1;28;77;Denmark;Brentford FC
Schmeichel;1;0;0;0;0;0;0;0;0;0;0;0;0;189;R;B;5;6;30;83;74;80;67;72;75;74;53;58;76;74;85;80;45;87;45;62;45;55;81;43;78;87;78;80;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;36;84;Denmark;Celtic FC
Skov Olsen;0;0;0;0;0;0;0;1;0;1;0;0;10;187;L;R;6;6;76;58;78;77;83;88;73;84;83;83;78;80;77;81;81;83;82;77;86;71;83;83;73;73;50;74;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;24;75;Denmark;VfL Wolfsburg
Dolberg;0;0;0;0;0;0;0;0;0;1;0;1;10;187;R;B;7;6;80;57;78;81;80;77;84;79;77;78;81;83;74;76;80;77;84;73;65;78;78;83;79;68;50;76;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;85;Denmark;RSC Anderlecht
Delaney;0;0;0;0;1;0;1;0;0;0;0;0;5;182;L;B;5;6;59;77;77;85;74;71;78;72;71;72;74;75;68;70;68;76;68;77;65;87;79;69;75;90;50;85;8;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;31;79;Denmark;FC Copenhagen
Yussuf Poulsen;0;0;0;0;0;0;0;0;0;0;0;1;12;192;R;B;5;5;82;68;83;81;73;80;83;76;80;76;78;76;69;75;79;77;74;62;74;87;94;81;83;82;50;81;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;30;87;Denmark;RB Leipzig
Jonas Wind;0;0;0;0;0;0;0;0;1;0;0;1;12;190;R;B;5;5;83;55;85;81;60;71;84;73;82;69;82;83;71;74;84;85;80;72;77;84;89;83;84;77;50;79;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;82;Denmark;VfL Wolfsburg
Alexander Bah;0;0;0;1;0;0;0;0;0;0;0;0;4;183;R;R;8;8;78;78;81;87;93;90;82;85;79;86;76;79;77;81;68;84;70;71;79;76;85;78;81;86;50;81;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;75;Denmark;SL Benfica
Zanka;0;0;1;0;0;0;0;0;0;0;0;0;3;189;R;B;5;5;59;75;81;74;67;69;73;67;70;63;72;71;73;71;57;76;60;63;61;77;75;75;62;70;50;66;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;B;1;1;1;1;32;85;Denmark;
Kristensen;0;0;1;1;0;0;0;1;0;0;0;0;4;187;R;R;6;6;78;81;79;85;78;71;81;69;78;77;76;76;76;79;68;79;72;66;71;79;82;78;81;85;50;78;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;75;Denmark;Eintracht Frankfurt
R. Hojlund;0;0;0;0;0;0;0;0;0;0;0;1;12;191;L;B;5;5;78;54;86;81;88;86;78;78;79;84;78;82;59;70;81;86;75;61;66;76;91;78;78;83;50;77;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;79;Denmark;Manchester United
Hojbjerg;0;0;0;0;1;0;1;0;0;0;0;0;5;187;R;B;6;6;79;83;81;83;60;60;85;65;82;68;85;85;80;80;76;87;77;80;74;73;75;83;84;86;50;86;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;28;84;Denmark;Olympique Marseille
Eriksen;0;0;0;0;1;0;1;0;0;0;0;0;7;182;R;B;8;8;81;70;71;73;60;60;82;65;83;68;86;84;86;83;77;82;82;86;87;63;66;87;82;66;50;76;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;76;Denmark;Manchester United
Stones;0;0;1;1;0;0;0;0;0;0;0;0;3;188;R;B;6;6;70;88;80;74;74;73;87;73;83;77;86;79;78;71;66;73;69;63;68;87;87;83;75;79;50;86;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;C;1;1;1;1;30;80;England;Real Betis Balompie
Harry Kane;0;0;0;0;0;0;0;0;0;0;0;1;12;188;R;B;6;6;95;66;88;82;70;69;95;70;88;76;90;91;85;89;96;95;90;78;85;93;89;90;95;84;50;90;6;6;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;86;England;Bayern Munich
Bellingham;0;0;0;0;0;0;1;0;1;0;0;0;9;186;R;B;7;6;93;84;83;95;83;84;93;84;92;87;93;89;84;79;92;87;86;77;77;82;87;92;93;92;50;92;7;7;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;B;1;1;1;1;21;75;England;Real Madrid
Rice;0;0;0;0;1;0;1;0;0;0;0;0;5;185;R;B;5;5;85;87;84;93;79;75;89;68;87;82;88;88;90;89;73;89;76;81;88;79;85;88;88;91;50;89;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;A;1;1;1;1;25;80;England;Arsenal FC
Kobbie Mainoo;0;0;0;0;1;0;1;0;0;0;0;0;7;181;R;B;5;5;79;77;84;78;74;79;81;81;84;79;83;78;77;72;78;74;72;65;79;71;80;83;81;78;50;79;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;80;England;Manchester United
Conor Gallagher;0;0;0;0;0;0;1;1;0;0;0;0;7;182;R;B;6;6;85;84;81;94;80;76;85;76;84;81;86;85;83;81;80;84;80;79;77;74;82;85;85;92;50;85;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;77;England;Atletico de Madrid
Eberechi Eze;0;0;0;0;0;0;0;0;1;1;0;0;9;178;R;B;5;5;83;64;80;81;80;82;83;85;87;84;84;83;79;79;83;84;83;82;82;63;74;85;83;75;50;78;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;67;England;Crystal Palace
Bowen;0;0;0;0;0;0;0;1;0;0;0;1;8;175;L;B;6;6;85;64;78;86;79;82;86;82;85;82;83;82;79;82;87;83;81;77;79;85;87;85;86;79;50;80;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;27;70;England;West Ham United
Saka;0;0;0;0;0;0;0;1;0;1;0;0;10;178;L;R;7;7;89;73;81;89;86;90;90;88;91;88;88;85;87;86;88;82;86;81;89;63;77;90;90;83;50;85;7;6;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;65;England;Arsenal FC
Cole Palmer;0;0;0;0;0;0;0;1;1;0;0;0;9;185;L;B;5;5;90;66;76;85;81;79;90;82;90;85;90;88;89;87;88;87;84;85;88;72;76;91;90;79;50;85;6;6;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;A;1;1;1;1;22;76;England;Bayer 04 Leverkusen
Marc Guehi;0;0;1;0;0;0;0;0;0;0;0;0;3;182;R;B;8;8;66;87;84;79;80;75;85;74;80;78;84;74;76;65;63;66;65;63;72;83;89;81;71;81;50;82;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;A;1;1;1;1;23;82;England;Crystal Palace
Ivan Toney;0;0;0;0;0;0;0;0;0;0;0;1;12;187;R;B;5;4;80;47;80;80;74;74;82;79;76;63;75;62;70;67;80;78;82;63;69;84;87;86;93;78;50;77;5;6;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;A;1;1;1;1;26;76;England;
Alex.-Arnold;0;0;0;1;0;0;0;0;0;0;0;0;4;180;R;R;6;6;85;84;74;91;82;77;88;77;86;82;91;89;94;90;73;87;81;88;92;77;79;88;88;84;50;84;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;69;England;Liverpool FC
